,y,day_of_week,week_of_year,month_of_year,quarter_of_year,year,t,is_weekend,month_sin,month_cos,quarter_sin,quarter_cos,week_sin,week_cos,is_holiday,before_holiday_1,before_holiday_2,after_holiday_1,after_holiday_2,lag_7,lag_14,lag_28,roll_max_3,roll_mean_7,roll_max_7,roll_mean_28,roll_std_7,interaction_trend_vol,trend_weekday_only
2025-03-24,87.0,0,13,3,1,2025,216,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.0,-1.6081226496766364e-16,0,0,0,0,0,28.0,31.0,45.0,255.0,119.42857142857143,255.0,54.785714285714285,111.67043348302059,13336.64034168646,119.42857142857143
2025-03-25,155.0,1,13,3,1,2025,217,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.0,-1.6081226496766364e-16,0,0,0,0,0,160.0,35.0,21.0,87.0,127.85714285714286,255.0,56.285714285714285,105.68574260739337,13512.677090516723,127.85714285714286
2025-03-26,30.0,2,13,3,1,2025,218,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.0,-1.6081226496766364e-16,0,0,0,0,0,135.0,39.0,48.0,155.0,127.14285714285714,255.0,61.07142857142857,105.44892692899344,13407.077852400595,127.14285714285714
2025-03-27,87.0,3,13,3,1,2025,219,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.0,-1.6081226496766364e-16,0,0,0,0,0,255.0,31.0,68.0,155.0,112.14285714285714,255.0,60.42857142857143,111.4427036215301,12497.503191843018,112.14285714285714
2025-03-28,88.0,4,13,3,1,2025,220,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.0,-1.6081226496766364e-16,0,0,1,0,0,255.0,48.0,24.0,155.0,88.14285714285714,255.0,61.107142857142854,91.93191062126468,8103.141264760044,88.14285714285714
2025-03-29,1.0,5,13,3,1,2025,221,1,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.0,-1.6081226496766364e-16,0,1,1,0,0,1.0,1.0,23.0,88.0,64.28571428571429,155.0,63.392857142857146,56.10025040263279,3606.4446687406794,0.0
2025-03-30,0.0,6,13,3,1,2025,222,1,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.0,-1.6081226496766364e-16,1,1,0,0,0,2.0,2.0,3.0,88.0,64.28571428571429,155.0,62.607142857142854,56.10025040263279,3606.4446687406794,0.0
2025-03-31,43.0,0,14,3,1,2025,223,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.992708874098054,-0.12053668025532288,1,0,0,1,0,87.0,28.0,39.0,88.0,64.0,155.0,62.5,56.474182892126365,3614.3477050960873,64.0
2025-04-01,242.0,1,14,4,2,2025,224,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.992708874098054,-0.12053668025532288,0,0,0,1,1,155.0,160.0,52.0,43.0,57.714285714285715,155.0,62.642857142857146,55.93363414414831,3228.1697420337023,57.714285714285715
2025-04-02,24.0,2,14,4,2,2025,225,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.992708874098054,-0.12053668025532288,0,0,0,0,1,30.0,135.0,103.0,242.0,70.14285714285714,242.0,69.42857142857143,83.8519102772433,5881.612563732351,70.14285714285714
2025-04-03,51.0,3,14,4,2,2025,226,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.992708874098054,-0.12053668025532288,0,0,0,0,0,87.0,255.0,41.0,242.0,69.28571428571429,242.0,66.60714285714286,84.35977375841779,5844.927181833233,69.28571428571429
2025-04-04,23.0,4,14,4,2,2025,227,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.992708874098054,-0.12053668025532288,0,0,0,0,0,88.0,255.0,40.0,242.0,64.14285714285714,242.0,66.96428571428571,84.19704779351152,5400.639208469524,64.14285714285714
2025-04-05,1.0,5,14,4,2,2025,228,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.992708874098054,-0.12053668025532288,0,0,0,0,0,1.0,1.0,4.0,51.0,54.857142857142854,242.0,66.35714285714286,84.71015006367023,4646.956803492766,0.0
2025-04-06,0.0,6,14,4,2,2025,229,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.992708874098054,-0.12053668025532288,0,0,0,0,0,0.0,2.0,0.0,51.0,54.857142857142854,242.0,66.25,84.71015006367023,4646.956803492766,0.0
2025-04-07,221.0,0,15,4,2,2025,230,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.9709418174260521,-0.2393156642875575,0,0,0,0,0,43.0,87.0,31.0,23.0,54.857142857142854,242.0,66.25,84.71015006367023,4646.956803492766,54.857142857142854
2025-04-08,35.0,1,15,4,2,2025,231,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.9709418174260521,-0.2393156642875575,0,0,0,0,0,242.0,155.0,35.0,221.0,80.28571428571429,242.0,73.03571428571429,104.87407414881638,8419.889953090687,80.28571428571429
2025-04-09,14.0,2,15,4,2,2025,232,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.9709418174260521,-0.2393156642875575,0,0,0,0,0,24.0,30.0,39.0,221.0,50.714285714285715,221.0,73.03571428571429,77.21121310128105,3915.7115215649674,50.714285714285715
2025-04-10,30.0,3,15,4,2,2025,233,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.9709418174260521,-0.2393156642875575,0,0,0,0,0,51.0,87.0,31.0,221.0,49.285714285714285,221.0,72.14285714285714,77.8774984312206,3838.248136967301,49.285714285714285
2025-04-11,18.0,4,15,4,2,2025,234,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.9709418174260521,-0.2393156642875575,0,0,1,0,0,23.0,88.0,48.0,35.0,46.285714285714285,221.0,72.10714285714286,78.20425028030617,3619.739584402743,46.285714285714285
2025-04-12,0.0,5,15,4,2,2025,235,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.9709418174260521,-0.2393156642875575,0,1,0,0,0,1.0,1.0,1.0,30.0,45.57142857142857,221.0,71.03571428571429,78.47474571023292,3576.2062687949,0.0
2025-04-13,0.0,6,15,4,2,2025,236,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.9709418174260521,-0.2393156642875575,1,0,0,0,0,0.0,0.0,2.0,30.0,45.42857142857143,221.0,71.0,78.57025973156587,3569.3346563768496,0.0
2025-04-14,29.0,0,16,4,2,2025,237,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.9350162426854148,-0.35460488704253545,0,0,0,1,0,221.0,43.0,28.0,18.0,45.42857142857143,221.0,70.92857142857143,78.57025973156587,3569.3346563768496,45.42857142857143
2025-04-15,45.0,1,16,4,2,2025,238,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.9350162426854148,-0.35460488704253545,0,0,0,0,1,35.0,242.0,160.0,29.0,18.0,35.0,70.96428571428571,14.247806848775193,256.4605232779535,18.0
2025-04-16,14.0,2,16,4,2,2025,239,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.9350162426854148,-0.35460488704253545,0,0,1,0,0,14.0,24.0,135.0,45.0,19.428571428571427,45.0,66.85714285714286,16.551506908810033,321.5721342283092,19.428571428571427
2025-04-17,102.0,3,16,4,2,2025,240,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.9350162426854148,-0.35460488704253545,0,1,0,0,0,30.0,51.0,255.0,45.0,19.428571428571427,45.0,62.535714285714285,16.551506908810033,321.5721342283092,19.428571428571427
2025-04-18,11.0,4,16,4,2,2025,241,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.9350162426854148,-0.35460488704253545,1,0,1,0,0,18.0,23.0,255.0,102.0,29.714285714285715,102.0,57.07142857142857,35.612330662821,1058.1949682666811,29.714285714285715
2025-04-19,0.0,5,16,4,2,2025,242,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.9350162426854148,-0.35460488704253545,0,1,0,1,0,0.0,1.0,1.0,102.0,28.714285714285715,102.0,48.357142857142854,36.09115443666819,1036.331720252901,0.0
2025-04-20,1.0,6,16,4,2,2025,243,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.9350162426854148,-0.35460488704253545,1,0,0,0,1,0.0,0.0,2.0,102.0,28.714285714285715,102.0,48.32142857142857,36.09115443666819,1036.331720252901,0.0
2025-04-21,39.0,0,17,4,2,2025,244,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.8854560256532099,-0.4647231720437685,0,0,0,1,0,29.0,221.0,87.0,11.0,28.857142857142858,102.0,48.285714285714285,35.96029556528787,1037.7113863125928,28.857142857142858
2025-04-22,45.0,1,17,4,2,2025,245,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.8854560256532099,-0.4647231720437685,0,0,0,0,1,45.0,35.0,155.0,39.0,30.285714285714285,102.0,46.57142857142857,36.16496594640686,1095.281825805465,30.285714285714285
2025-04-23,37.0,2,17,4,2,2025,246,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.8854560256532099,-0.4647231720437685,0,0,0,0,0,14.0,14.0,30.0,45.0,30.285714285714285,102.0,42.642857142857146,36.16496594640686,1095.281825805465,30.285714285714285
2025-04-24,37.0,3,17,4,2,2025,247,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.8854560256532099,-0.4647231720437685,0,0,0,0,0,102.0,30.0,87.0,45.0,33.57142857142857,102.0,42.892857142857146,35.47702140286095,1191.0142899531888,33.57142857142857
2025-04-25,36.0,4,17,4,2,2025,248,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.8854560256532099,-0.4647231720437685,0,0,0,0,0,11.0,18.0,88.0,45.0,24.285714285714285,45.0,41.107142857142854,19.482592963243736,473.148686250205,24.285714285714285
2025-04-26,1.0,5,17,4,2,2025,249,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.8854560256532099,-0.4647231720437685,0,0,0,0,0,0.0,0.0,1.0,37.0,27.857142857142858,45.0,39.25,18.924662669196064,527.1870314990332,0.0
2025-04-27,0.0,6,17,4,2,2025,250,1,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.8854560256532099,-0.4647231720437685,0,0,0,0,0,1.0,0.0,0.0,37.0,28.0,45.0,39.25,18.681541692269562,523.0831673835478,0.0
2025-04-28,22.0,0,18,4,2,2025,251,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.8229838658936565,-0.5680647467311557,0,0,0,0,0,39.0,29.0,43.0,36.0,27.857142857142858,45.0,39.25,18.924662669196064,527.1870314990332,27.857142857142858
2025-04-29,37.0,1,18,4,2,2025,252,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.8229838658936565,-0.5680647467311557,0,0,1,0,0,45.0,45.0,242.0,22.0,25.428571428571427,45.0,38.5,18.338094619826784,466.3115489041667,25.428571428571427
2025-04-30,8.0,2,18,4,2,2025,253,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.8229838658936565,-0.5680647467311557,0,1,0,0,0,37.0,14.0,24.0,37.0,24.285714285714285,37.0,31.178571428571427,17.124196192466993,415.8733361027698,24.285714285714285
2025-05-01,194.0,3,18,5,2,2025,254,0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0.8229838658936565,-0.5680647467311557,1,0,0,0,0,37.0,102.0,51.0,37.0,20.142857142857142,37.0,30.607142857142858,17.043362064927102,343.30200730781735,20.142857142857142
2025-05-02,72.0,4,18,5,2,2025,255,0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0.8229838658936565,-0.5680647467311557,0,0,0,1,0,36.0,11.0,23.0,194.0,42.57142857142857,194.0,35.714285714285715,68.51242501147064,2916.6718076311786,42.57142857142857
2025-05-03,0.0,5,18,5,2,2025,256,1,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0.8229838658936565,-0.5680647467311557,0,0,0,0,1,1.0,0.0,1.0,194.0,47.714285714285715,194.0,37.464285714285715,69.28375058581992,3305.824670809122,0.0
2025-05-04,0.0,6,18,5,2,2025,257,1,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0.8229838658936565,-0.5680647467311557,0,0,0,0,0,0.0,1.0,0.0,194.0,47.57142857142857,194.0,37.42857142857143,69.39706320120749,3301.317435143156,0.0
2025-05-05,15.0,0,19,5,2,2025,258,0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0.7485107481711013,-0.663122658240795,0,0,0,0,0,22.0,39.0,221.0,72.0,47.57142857142857,194.0,37.42857142857143,69.39706320120749,3301.317435143156,47.57142857142857
2025-05-06,27.0,1,19,5,2,2025,259,0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0.7485107481711013,-0.663122658240795,0,0,0,0,0,37.0,45.0,35.0,15.0,46.57142857142857,194.0,30.071428571428573,69.87574005060021,3254.2130366422384,46.57142857142857
2025-05-07,11.0,2,19,5,2,2025,260,0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0.7485107481711013,-0.663122658240795,0,0,0,0,0,8.0,37.0,14.0,27.0,45.142857142857146,194.0,29.785714285714285,70.20548072486598,3169.275987008236,45.142857142857146
2025-05-08,18.0,3,19,5,2,2025,261,0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0.7485107481711013,-0.663122658240795,0,0,0,0,0,194.0,37.0,30.0,27.0,45.57142857142857,194.0,29.678571428571427,69.94964174999316,3187.705102606831,45.57142857142857
2025-05-09,19.0,4,19,5,2,2025,262,0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0.7485107481711013,-0.663122658240795,0,0,0,0,0,72.0,36.0,18.0,27.0,20.428571428571427,72.0,29.25,24.703961509962706,504.6666422749524,20.428571428571427
2025-05-10,0.0,5,19,5,2,2025,263,1,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0.7485107481711013,-0.663122658240795,0,0,0,0,0,0.0,1.0,0.0,19.0,12.857142857142858,27.0,29.285714285714285,10.023781246425676,128.87718745404442,0.0
2025-05-11,0.0,6,19,5,2,2025,264,1,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0.7485107481711013,-0.663122658240795,0,0,0,0,0,0.0,0.0,0.0,19.0,12.857142857142858,27.0,29.285714285714285,10.023781246425676,128.87718745404442,0.0
2025-05-12,15.0,0,20,5,2,2025,265,0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0.6631226582407952,-0.7485107481711012,0,0,0,0,0,15.0,22.0,29.0,19.0,12.857142857142858,27.0,29.285714285714285,10.023781246425676,128.87718745404442,12.857142857142858
2025-05-13,61.0,1,20,5,2,2025,266,0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0.6631226582407952,-0.7485107481711012,0,0,0,0,0,27.0,37.0,45.0,15.0,12.857142857142858,27.0,28.785714285714285,10.023781246425676,128.87718745404442,12.857142857142858
2025-05-14,30.0,2,20,5,2,2025,267,0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0.6631226582407952,-0.7485107481711012,0,0,0,0,0,11.0,8.0,14.0,61.0,17.714285714285715,61.0,29.357142857142858,20.637460161191505,365.57786571253524,17.714285714285715
2025-05-15,49.0,3,20,5,2,2025,268,0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0.6631226582407952,-0.7485107481711012,0,0,0,0,0,18.0,194.0,102.0,61.0,20.428571428571427,61.0,29.928571428571427,20.855512004081454,426.0483166548068,20.428571428571427
2025-05-16,17.0,4,20,5,2,2025,269,0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0.6631226582407952,-0.7485107481711012,0,0,0,0,0,19.0,72.0,11.0,61.0,24.857142857142858,61.0,28.035714285714285,23.391084992852768,581.4355412509117,24.857142857142858
2025-05-17,0.0,5,20,5,2,2025,270,1,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0.6631226582407952,-0.7485107481711012,0,0,0,0,0,0.0,0.0,0.0,49.0,24.571428571428573,61.0,28.25,23.486571644645213,577.0986175541395,0.0
2025-05-18,0.0,6,20,5,2,2025,271,1,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0.6631226582407952,-0.7485107481711012,0,0,0,0,0,0.0,0.0,1.0,49.0,24.571428571428573,61.0,28.25,23.486571644645213,577.0986175541395,0.0
2025-05-19,60.0,0,21,5,2,2025,272,0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0.5680647467311558,-0.8229838658936564,0,0,0,0,0,15.0,15.0,39.0,17.0,24.571428571428573,61.0,28.214285714285715,23.486571644645213,577.0986175541395,24.571428571428573
2025-05-20,52.0,1,21,5,2,2025,273,0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0.5680647467311558,-0.8229838658936564,0,0,0,0,0,61.0,27.0,45.0,60.0,31.0,61.0,28.964285714285715,26.40706976045124,818.6191625739884,31.0
2025-05-21,33.0,2,21,5,2,2025,274,0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0.5680647467311558,-0.8229838658936564,0,0,0,0,0,30.0,11.0,37.0,60.0,29.714285714285715,60.0,29.214285714285715,24.87779656450239,739.2259550594996,29.714285714285715
2025-05-22,43.0,3,21,5,2,2025,275,0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0.5680647467311558,-0.8229838658936564,0,0,0,0,0,49.0,18.0,37.0,60.0,30.142857142857142,60.0,29.071428571428573,24.909359495502798,750.839264793013,30.142857142857142
2025-05-23,19.0,4,21,5,2,2025,276,0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0.5680647467311558,-0.8229838658936564,0,0,0,0,0,17.0,19.0,36.0,52.0,29.285714285714285,60.0,29.285714285714285,24.246747450014134,710.0833181789853,29.285714285714285
2025-05-24,0.0,5,21,5,2,2025,277,1,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0.5680647467311558,-0.8229838658936564,0,0,1,0,0,0.0,0.0,1.0,43.0,29.571428571428573,60.0,28.678571428571427,24.089120247234423,712.3496987396466,0.0
2025-05-25,0.0,6,21,5,2,2025,278,1,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0.5680647467311558,-0.8229838658936564,0,1,0,0,0,0.0,0.0,0.0,43.0,29.571428571428573,60.0,28.642857142857142,24.089120247234423,712.3496987396466,0.0
2025-05-26,0.0,0,22,5,2,2025,279,0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0.46472317204376906,-0.8854560256532096,1,0,0,0,0,60.0,15.0,22.0,19.0,29.571428571428573,60.0,28.642857142857142,24.089120247234423,712.3496987396466,29.571428571428573
2025-05-27,18.0,1,22,5,2,2025,280,0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0.46472317204376906,-0.8854560256532096,0,0,0,1,0,52.0,61.0,37.0,0.0,21.0,52.0,27.857142857142858,22.045407685048712,462.95356138602295,21.0
2025-05-28,51.0,2,22,5,2,2025,281,0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0.46472317204376906,-0.8854560256532096,0,0,0,0,1,33.0,30.0,8.0,18.0,16.142857142857142,43.0,27.178571428571427,17.315008628629922,279.5137107193116,16.142857142857142
2025-05-29,28.0,3,22,5,2,2025,282,0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0.46472317204376906,-0.8854560256532096,0,0,0,0,0,43.0,49.0,194.0,51.0,18.714285714285715,51.0,28.714285714285715,21.14800452142235,395.769798900904,18.714285714285715
2025-05-30,39.0,4,22,5,2,2025,283,0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0.46472317204376906,-0.8854560256532096,0,0,0,0,0,19.0,17.0,72.0,51.0,16.571428571428573,51.0,22.785714285714285,18.919629514141807,313.5252890914928,16.571428571428573
2025-05-31,0.0,5,22,5,2,2025,284,1,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0.46472317204376906,-0.8854560256532096,0,0,0,0,0,0.0,0.0,0.0,51.0,19.428571428571427,51.0,21.607142857142858,20.767419538443363,403.4812938897567,0.0
2025-06-01,0.0,6,22,6,2,2025,285,1,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.46472317204376906,-0.8854560256532096,0,0,0,0,0,0.0,0.0,0.0,39.0,19.428571428571427,51.0,21.607142857142858,20.767419538443363,403.4812938897567,0.0
2025-06-02,28.0,0,23,6,2,2025,286,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147,0,0,0,0,0,0.0,60.0,15.0,39.0,19.428571428571427,51.0,21.607142857142858,20.767419538443363,403.4812938897567,19.428571428571427
2025-06-03,27.0,1,23,6,2,2025,287,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147,0,0,0,0,0,18.0,52.0,27.0,28.0,23.428571428571427,51.0,22.071428571428573,19.025046148495562,445.729652621896,23.428571428571427
2025-06-04,71.0,2,23,6,2,2025,288,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147,0,0,1,0,0,51.0,33.0,11.0,28.0,24.714285714285715,51.0,22.071428571428573,18.900743245653068,467.11836878542584,24.714285714285715
2025-06-05,78.0,3,23,6,2,2025,289,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147,0,1,1,0,0,28.0,43.0,18.0,71.0,27.571428571428573,71.0,24.214285714285715,24.282072556086572,669.491429046387,27.571428571428573
2025-06-06,18.0,4,23,6,2,2025,290,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147,1,1,1,0,0,39.0,19.0,19.0,78.0,34.714285714285715,78.0,26.357142857142858,30.88534866089044,1072.1628177994824,34.714285714285715
2025-06-07,0.0,5,23,6,2,2025,291,1,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147,1,1,0,1,0,0.0,0.0,0.0,78.0,31.714285714285715,78.0,26.321428571428573,31.41504037725826,996.3055662501906,0.0
2025-06-08,0.0,6,23,6,2,2025,292,1,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147,1,0,0,1,1,0.0,0.0,0.0,78.0,31.714285714285715,78.0,26.321428571428573,31.41504037725826,996.3055662501906,0.0
2025-06-09,18.0,0,24,6,2,2025,293,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052,0,0,0,1,1,28.0,0.0,15.0,18.0,31.714285714285715,78.0,26.321428571428573,31.41504037725826,996.3055662501906,31.714285714285715
2025-06-10,19.0,1,24,6,2,2025,294,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052,0,0,0,0,1,27.0,18.0,61.0,18.0,30.285714285714285,78.0,26.428571428571427,31.836636577556895,964.1952792060088,30.285714285714285
2025-06-11,36.0,2,24,6,2,2025,295,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052,0,0,0,0,0,71.0,51.0,30.0,19.0,29.142857142857142,78.0,24.928571428571427,32.11660303450842,935.9695741485311,29.142857142857142
2025-06-12,32.0,3,24,6,2,2025,296,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052,0,0,0,0,0,78.0,28.0,49.0,36.0,24.142857142857142,78.0,25.142857142857142,26.798187571976992,646.9848142377302,24.142857142857142
2025-06-13,41.0,4,24,6,2,2025,297,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052,0,0,0,0,0,18.0,39.0,17.0,36.0,17.571428571428573,36.0,24.535714285714285,13.950593092017723,245.13185004545429,17.571428571428573
2025-06-14,0.0,5,24,6,2,2025,298,1,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052,0,0,0,0,0,0.0,0.0,0.0,41.0,20.857142857142858,41.0,25.392857142857142,16.537115542808408,344.9169813214325,0.0
2025-06-15,0.0,6,24,6,2,2025,299,1,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052,0,0,0,0,0,0.0,0.0,0.0,41.0,20.857142857142858,41.0,25.392857142857142,16.537115542808408,344.9169813214325,0.0
2025-06-16,15.0,0,25,6,2,2025,300,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.12053668025532308,-0.992708874098054,0,0,0,0,0,18.0,28.0,60.0,41.0,20.857142857142858,41.0,25.392857142857142,16.537115542808408,344.9169813214325,20.857142857142858
2025-06-17,40.0,1,25,6,2,2025,301,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.12053668025532308,-0.992708874098054,0,0,1,0,0,19.0,27.0,52.0,15.0,20.428571428571427,41.0,23.785714285714285,16.66190408143837,340.37889766366953,20.428571428571427
2025-06-18,23.0,2,25,6,2,2025,302,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.12053668025532308,-0.992708874098054,0,1,0,0,0,36.0,71.0,33.0,40.0,23.428571428571427,41.0,23.357142857142858,18.182932866263698,426.00014143817805,23.428571428571427
2025-06-19,74.0,3,25,6,2,2025,303,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.12053668025532308,-0.992708874098054,1,0,0,0,0,32.0,78.0,43.0,40.0,21.571428571428573,41.0,23.0,17.32875397383549,373.8059785784513,21.571428571428573
2025-06-20,33.0,4,25,6,2,2025,304,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.12053668025532308,-0.992708874098054,0,0,0,1,0,41.0,18.0,19.0,74.0,27.571428571428573,74.0,24.107142857142858,26.425096296621497,728.5776550354213,27.571428571428573
2025-06-21,0.0,5,25,6,2,2025,305,1,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.12053668025532308,-0.992708874098054,0,0,0,0,1,0.0,0.0,0.0,74.0,26.428571428571427,74.0,24.607142857142858,25.915613973414803,684.9126550116769,0.0
2025-06-22,0.0,6,25,6,2,2025,306,1,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.12053668025532308,-0.992708874098054,0,0,0,0,0,0.0,0.0,0.0,74.0,26.428571428571427,74.0,24.607142857142858,25.915613973414803,684.9126550116769,0.0
2025-06-23,11.0,0,26,6,2,2025,307,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-3.216245299353273e-16,-1.0,0,0,0,0,0,15.0,18.0,0.0,33.0,26.428571428571427,74.0,24.607142857142858,25.915613973414803,684.9126550116769,26.428571428571427
2025-06-24,32.0,1,26,6,2,2025,308,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-3.216245299353273e-16,-1.0,0,0,0,0,0,40.0,19.0,18.0,11.0,25.857142857142858,74.0,25.0,26.251530567623327,678.7895761056889,25.857142857142858
